epoch,step,train_loss,val_acc,val_ap,val_auroc,val_f1
2,3349,1.3690153360366821,,,,
2,3399,1.7625560760498047,,,,
2,3449,1.2261061668395996,,,,
2,3499,1.0694717168807983,,,,
2,3549,1.4124315977096558,,,,
2,3599,1.418749213218689,,,,
2,3649,1.35676908493042,,,,
2,3699,1.189903974533081,,,,
2,3749,1.0927345752716064,,,,
2,3799,1.3577566146850586,,,,
2,3849,1.4272997379302979,,,,
2,3899,1.3628273010253906,,,,
2,3949,1.2822628021240234,,,,
2,3999,1.4285144805908203,,,,
2,4049,1.1595237255096436,,,,
2,4099,1.315650463104248,,,,
2,4149,1.1302931308746338,,,,
2,4199,1.1202490329742432,,,,
2,4220,,0.5398946404457092,0.6881731152534485,0.8729538321495056,0.5031161904335022
3,4249,1.3949832916259766,,,,
3,4299,1.620811104774475,,,,
3,4349,1.2247130870819092,,,,
3,4399,0.9681277275085449,,,,
3,4449,1.3512085676193237,,,,
3,4499,1.400231957435608,,,,
3,4549,1.1706981658935547,,,,
3,4599,1.1554049253463745,,,,
3,4649,1.3454968929290771,,,,
3,4699,1.3280218839645386,,,,
3,4749,1.2012087106704712,,,,
3,4799,1.0684500932693481,,,,
3,4849,1.2492263317108154,,,,
3,4899,1.2713003158569336,,,,
3,4949,1.2158862352371216,,,,
3,4999,1.476421594619751,,,,
3,5049,1.2997751235961914,,,,
3,5099,1.2810149192810059,,,,
3,5149,1.640639305114746,,,,
3,5199,1.0992780923843384,,,,
3,5249,1.0699520111083984,,,,
3,5299,1.421522855758667,,,,
3,5349,1.2176790237426758,,,,
3,5399,1.2819279432296753,,,,
3,5449,1.3521226644515991,,,,
3,5499,1.4302289485931396,,,,
3,5549,1.1445844173431396,,,,
3,5599,1.5860910415649414,,,,
3,5627,,0.5633054971694946,0.704683244228363,0.8819208145141602,0.5281385779380798
4,5649,1.5358906984329224,,,,
4,5699,1.328730583190918,,,,
4,5749,1.165757656097412,,,,
4,5799,1.3953261375427246,,,,
4,5849,1.2339906692504883,,,,
4,5899,1.1097726821899414,,,,
4,5949,1.1707799434661865,,,,
4,5999,0.9671481251716614,,,,
4,6049,1.5527822971343994,,,,
4,6099,1.1262681484222412,,,,
4,6149,1.2008036375045776,,,,
4,6199,1.1704857349395752,,,,
4,6249,1.313532829284668,,,,
4,6299,1.3434467315673828,,,,
4,6349,1.131881833076477,,,,
4,6399,1.1211183071136475,,,,
4,6449,1.1712150573730469,,,,
4,6499,0.8977164626121521,,,,
4,6549,0.8452359437942505,,,,
4,6599,1.2359123229980469,,,,
4,6649,1.0924173593521118,,,,
4,6699,1.2584466934204102,,,,
4,6749,0.9922832250595093,,,,
4,6799,1.0693129301071167,,,,
4,6849,1.6573156118392944,,,,
4,6899,1.006409764289856,,,,
4,6949,0.9270238876342773,,,,
4,6999,1.6118766069412231,,,,
4,7034,,0.5763564109802246,0.7204577922821045,0.8876842856407166,0.5425460934638977
5,7049,1.3049935102462769,,,,
5,7099,1.3839130401611328,,,,
5,7149,1.0905237197875977,,,,
5,7199,1.5440490245819092,,,,
5,7249,1.1613240242004395,,,,
5,7299,0.8652974367141724,,,,
5,7349,1.4720182418823242,,,,
5,7399,0.9094359278678894,,,,
5,7449,1.1207695007324219,,,,
5,7499,1.21108078956604,,,,
5,7549,1.0633299350738525,,,,
5,7599,0.9841887354850769,,,,
5,7649,1.4730877876281738,,,,
5,7699,1.2906582355499268,,,,
5,7749,1.11198890209198,,,,
5,7799,1.224082589149475,,,,
5,7849,1.1753555536270142,,,,
5,7899,1.0973256826400757,,,,
5,7949,1.0419414043426514,,,,
5,7999,1.2545413970947266,,,,
5,8049,1.1118736267089844,,,,
5,8099,0.9109189510345459,,,,
5,8149,1.2971508502960205,,,,
5,8199,1.2745509147644043,,,,
5,8249,1.2194905281066895,,,,
5,8299,1.1046271324157715,,,,
5,8349,1.1434314250946045,,,,
5,8399,1.2211976051330566,,,,
5,8441,,0.5429999232292175,0.704495370388031,0.8839382529258728,0.5047306418418884
6,8449,1.4559811353683472,,,,
6,8499,1.218573808670044,,,,
6,8549,1.2926148176193237,,,,
6,8599,0.8825831413269043,,,,
6,8649,1.4114100933074951,,,,
6,8699,1.183919906616211,,,,
6,8749,1.0107026100158691,,,,
6,8799,1.0617952346801758,,,,
6,8849,1.7934930324554443,,,,
6,8899,1.2454806566238403,,,,
6,8949,0.9008780717849731,,,,
6,8999,1.6042118072509766,,,,
6,9049,1.814037799835205,,,,
6,9099,1.2646064758300781,,,,
6,9149,1.2499909400939941,,,,
6,9199,1.1042659282684326,,,,
6,9249,1.4737049341201782,,,,
6,9299,1.2779979705810547,,,,
6,9349,1.0379079580307007,,,,
6,9399,1.338118076324463,,,,
6,9449,1.237797737121582,,,,
6,9499,1.1148688793182373,,,,
6,9549,1.080535650253296,,,,
6,9599,1.1806974411010742,,,,
6,9649,1.2904644012451172,,,,
6,9699,0.9337990283966064,,,,
6,9749,1.3874220848083496,,,,
6,9799,1.2900230884552002,,,,
6,9848,,0.6067792773246765,0.7516429424285889,0.8984202146530151,0.5730875730514526
7,9849,0.9572290182113647,,,,
7,9899,1.526409387588501,,,,
7,9949,1.161725401878357,,,,
7,9999,1.0241765975952148,,,,
7,10049,0.9443911910057068,,,,
7,10099,1.1351796388626099,,,,
7,10149,1.2711238861083984,,,,
7,10199,1.2335830926895142,,,,
7,10249,1.1115262508392334,,,,
7,10299,0.8260296583175659,,,,
7,10349,0.7004382610321045,,,,
7,10399,0.9925899505615234,,,,
7,10449,1.2414569854736328,,,,
7,10499,0.9089024662971497,,,,
7,10549,1.1392221450805664,,,,
7,10599,1.0370731353759766,,,,
7,10649,1.2664642333984375,,,,
7,10699,1.2809851169586182,,,,
7,10749,1.067345380783081,,,,
7,10799,1.1750376224517822,,,,
7,10849,0.759576678276062,,,,
7,10899,1.2452833652496338,,,,
7,10949,0.9815391898155212,,,,
7,10999,1.1869609355926514,,,,
7,11049,1.069960355758667,,,,
7,11099,1.2443715333938599,,,,
7,11149,0.7583316564559937,,,,
7,11199,0.8948383331298828,,,,
7,11249,1.16535484790802,,,,
7,11255,,0.6159314513206482,0.7579384446144104,0.8982348442077637,0.5901127457618713
8,11299,1.1898640394210815,,,,
8,11349,0.944933295249939,,,,
8,11399,1.042183518409729,,,,
8,11449,1.1080145835876465,,,,
8,11499,1.5202375650405884,,,,
8,11549,1.0866072177886963,,,,
8,11599,0.9854696989059448,,,,
8,11649,1.3053574562072754,,,,
8,11699,0.9325159788131714,,,,
8,11749,1.0819544792175293,,,,
8,11799,1.1347682476043701,,,,
8,11849,1.1180241107940674,,,,
8,11899,1.4061734676361084,,,,
8,11949,0.8681707382202148,,,,
8,11999,1.2045210599899292,,,,
8,12049,1.1557536125183105,,,,
8,12099,0.8532012701034546,,,,
8,12149,0.9669753909111023,,,,
8,12199,1.1303846836090088,,,,
8,12249,0.9223066568374634,,,,
8,12299,1.2975224256515503,,,,
8,12349,0.922742486000061,,,,
8,12399,1.1001416444778442,,,,
8,12449,0.9977927207946777,,,,
8,12499,1.0540658235549927,,,,
8,12549,0.910530149936676,,,,
8,12599,0.9067988395690918,,,,
8,12649,0.8415530920028687,,,,
8,12662,,0.6292998194694519,0.7686340808868408,0.9042802453041077,0.5978546142578125
9,12699,1.1211355924606323,,,,
9,12749,1.3063980340957642,,,,
9,12799,0.8530125021934509,,,,
9,12849,1.0251423120498657,,,,
9,12899,0.7077616453170776,,,,
9,12949,1.0346170663833618,,,,
9,12999,1.3427324295043945,,,,
9,13049,1.2179903984069824,,,,
9,13099,0.8398688435554504,,,,
9,13149,0.9990525245666504,,,,
9,13199,1.2186076641082764,,,,
9,13249,0.8922907114028931,,,,
9,13299,1.0041700601577759,,,,
9,13349,0.8896511793136597,,,,
9,13399,1.2734746932983398,,,,
9,13449,1.0460541248321533,,,,
9,13499,1.1302686929702759,,,,
9,13549,1.052664875984192,,,,
9,13599,1.1687878370285034,,,,
9,13649,0.7709601521492004,,,,
9,13699,1.277558445930481,,,,
9,13749,1.3167555332183838,,,,
9,13799,0.8186824321746826,,,,
9,13849,1.1279226541519165,,,,
9,13899,0.9082944393157959,,,,
9,13949,1.3740612268447876,,,,
9,13999,1.1095006465911865,,,,
9,14049,0.6756628751754761,,,,
9,14069,,0.6282414793968201,0.7730271220207214,0.9056432843208313,0.5910839438438416
